Date,Open,High,Low,Close,Adj Close,Volume
2012-11-01,66.519997,66.889999,66.089996,66.620003,66.620003,830400
2012-11-02,66.650002,67.480003,66.269997,66.599998,66.599998,783400
2012-11-05,66.879997,66.980003,65.800003,66.150002,66.150002,1116700
2012-11-06,65.959999,67.529999,65.07,66.400002,66.400002,1567200
2012-11-07,66.290001,68.68,66.110001,66.980003,66.980003,2537400
2012-11-08,66.629997,67.800003,66.5,67.480003,67.480003,1820400
2012-11-09,67.019997,67.529999,66.720001,67.230003,67.230003,1180600
2012-11-12,67.629997,68.43,66.800003,67.059998,67.059998,723600
2012-11-13,67.160004,67.470001,66.449997,66.739998,66.739998,987600
2012-11-14,66.82,67.410004,65.83000200000001,66.0,66.0,948200
2012-11-15,65.900002,66.050003,63.849998,64.839996,64.839996,1944400
2012-11-16,65.43,66.290001,64.839996,65.970001,65.970001,1393600
2012-11-19,66.139999,67.089996,66.139999,67.010002,67.010002,1050300
2012-11-20,67.099998,67.800003,66.720001,67.08000200000001,67.08000200000001,962300
2012-11-21,66.959999,67.5,66.889999,67.25,67.25,549200
2012-11-23,67.279999,67.959999,67.099998,67.75,67.75,475400
2012-11-26,67.540001,68.489998,67.0,67.25,67.25,923100
2012-11-27,67.25,68.260002,66.730003,67.440002,67.440002,1179500
2012-11-28,67.089996,67.91999799999999,66.379997,67.800003,67.800003,694100
2012-11-29,68.050003,68.33000200000001,67.900002,68.08000200000001,68.08000200000001,1162700
2012-11-30,68.199997,69.230003,68.08000200000001,68.82,68.82,1766300
2012-12-03,69.139999,69.279999,68.099998,68.41999799999999,68.41999799999999,713700
2012-12-04,69.120003,69.629997,68.5,68.519997,68.519997,1319900
2012-12-05,68.610001,68.610001,67.339996,67.889999,67.889999,1486800
2012-12-06,67.889999,68.5,67.660004,68.32,68.32,967000
2012-12-07,68.41999799999999,69.160004,68.279999,69.08000200000001,69.08000200000001,1703900
2012-12-10,69.010002,69.360001,68.589996,68.900002,68.900002,952700
2012-12-11,68.900002,69.290001,68.08000200000001,68.540001,68.540001,1426300
2012-12-12,68.809998,70.050003,68.480003,69.220001,69.220001,1604700
2012-12-13,69.339996,69.610001,68.910004,69.059998,69.059998,870000
2012-12-14,68.870003,70.059998,68.870003,69.620003,69.620003,1169600
2012-12-17,69.839996,70.339996,69.260002,70.120003,70.120003,1961500
2012-12-18,70.230003,70.349998,69.510002,69.809998,69.809998,1274700
2012-12-19,69.559998,70.010002,69.199997,69.800003,69.800003,1765700
2012-12-20,69.860001,70.269997,69.139999,70.08000200000001,70.08000200000001,1486100
2012-12-21,70.110001,70.940002,69.339996,70.900002,70.900002,7185700
2012-12-24,70.459999,70.980003,70.190002,70.739998,70.739998,776300
2012-12-26,70.550003,70.739998,69.66999799999999,70.41999799999999,70.41999799999999,1197100
2012-12-27,70.360001,70.949997,69.440002,70.589996,70.589996,1481000
2012-12-28,70.339996,70.769997,69.900002,70.269997,70.269997,1128500
2012-12-31,70.599998,71.16999799999999,69.940002,70.980003,70.980003,1527600
2013-01-02,72.129997,72.769997,71.41999799999999,72.589996,72.589996,1721400
2013-01-03,71.610001,72.25,71.059998,71.459999,71.459999,2750900
2013-01-04,71.360001,71.690002,70.309998,70.639999,70.639999,2143600
2013-01-07,70.699997,70.900002,69.349998,69.790001,69.790001,3813100
2013-01-08,69.519997,69.940002,68.82,69.620003,69.620003,5460000
2013-01-09,69.599998,70.309998,69.410004,69.779999,69.779999,1600100
2013-01-10,70.019997,70.690002,69.849998,70.620003,70.620003,1722100
2013-01-11,70.790001,71.0,70.510002,70.809998,70.809998,828300
2013-01-14,70.910004,70.949997,70.269997,70.529999,70.529999,1134200
2013-01-15,70.779999,70.779999,69.93,70.089996,70.089996,2754500
2013-01-16,70.339996,70.970001,69.720001,70.779999,70.779999,2086000
2013-01-17,70.82,71.58000200000001,70.779999,71.489998,71.489998,1023700
2013-01-18,71.260002,71.709999,70.949997,71.300003,71.300003,1160100
2013-01-22,71.589996,71.720001,71.050003,71.599998,71.599998,1107600
2013-01-23,71.480003,71.730003,71.309998,71.339996,71.339996,1081800
2013-01-24,71.66999799999999,72.260002,70.900002,71.849998,71.849998,2177000
2013-01-25,71.800003,71.93,70.800003,71.349998,71.349998,1488100
2013-01-28,71.529999,71.699997,71.129997,71.41999799999999,71.41999799999999,726800
2013-01-29,71.300003,71.32,70.82,71.040001,71.040001,1249000
2013-01-30,70.949997,71.099998,69.75,70.089996,70.089996,2008900
2013-01-31,70.010002,70.050003,68.889999,69.650002,69.650002,1894700
2013-02-01,69.760002,70.790001,69.760002,70.360001,70.360001,1595500
2013-02-04,70.269997,70.690002,69.400002,69.629997,69.629997,1210500
2013-02-05,69.940002,70.550003,69.699997,70.370003,70.370003,1231700
2013-02-06,70.209999,70.400002,69.610001,69.940002,69.940002,1046000
2013-02-07,70.260002,70.260002,68.940002,69.25,69.25,2576700
2013-02-08,69.339996,70.120003,68.980003,69.489998,69.489998,942200
2013-02-11,69.470001,69.620003,69.18,69.279999,69.279999,690500
2013-02-12,69.300003,69.370003,68.190002,68.269997,68.269997,2293400
2013-02-13,68.209999,68.279999,66.910004,67.449997,67.449997,5176100
2013-02-14,67.08000200000001,68.5,66.68,68.110001,68.110001,4317300
2013-02-15,68.08000200000001,69.209999,68.029999,68.690002,68.690002,2429400
2013-02-19,68.989998,68.989998,67.550003,67.900002,67.900002,2041600
2013-02-20,67.879997,68.160004,67.400002,67.730003,67.730003,1942100
2013-02-21,67.470001,68.220001,67.269997,67.75,67.75,1599200
2013-02-22,68.089996,70.879997,68.089996,70.0,70.0,4846500
2013-02-25,70.309998,71.5,70.059998,70.129997,70.129997,3676000
2013-02-26,70.18,70.860001,69.91999799999999,70.410004,70.410004,1446600
2013-02-27,70.360001,71.16999799999999,70.339996,70.720001,70.720001,2604400
2013-02-28,70.709999,71.66999799999999,70.629997,71.120003,71.120003,2895800
2013-03-01,70.540001,71.660004,70.470001,71.629997,71.629997,2168800
2013-03-04,71.620003,72.550003,71.269997,72.410004,72.410004,2452200
2013-03-05,72.540001,73.33000200000001,72.41999799999999,73.029999,73.029999,2755500
2013-03-06,73.989998,74.040001,72.620003,72.989998,72.989998,2018000
2013-03-07,73.08000200000001,73.32,72.58000200000001,73.139999,73.139999,1471700
2013-03-08,73.370003,73.540001,72.480003,73.32,73.32,1794400
2013-03-11,73.139999,73.599998,72.68,73.059998,73.059998,1355200
2013-03-12,72.660004,73.230003,72.099998,72.379997,72.379997,1718900
2013-03-13,72.260002,72.510002,72.0,72.199997,72.199997,1409100
2013-03-14,72.43,72.58000200000001,71.75,71.870003,71.870003,1377300
