Date,Open,High,Low,Close,Adj Close,Volume
2012-11-01,53.540001000000004,55.25,53.509997999999996,55.049999,46.411301,5695100
2012-11-02,53.599998,53.75,52.869999,53.060001,44.733585,10595600
2012-11-05,53.18,53.509997999999996,52.740002000000004,53.41,45.028664,3529200
2012-11-06,53.689999,54.09,53.259997999999996,53.82,45.374321,8930300
2012-11-07,53.360001000000004,53.360001000000004,51.919998,52.779999,44.49752,4930200
2012-11-08,52.810001,53.139998999999996,51.830002,51.919998,43.77248,2221000
2012-11-09,52.189999,52.189999,50.700001,50.849998,42.870384,5490700
2012-11-12,51.02,51.200001,50.450001,50.650002,42.701775,2926400
2012-11-13,49.720001,51.009997999999996,49.110001000000004,50.060001,42.204365,5199300
2012-11-14,50.68,50.68,49.040001000000004,49.209998999999996,41.487747,5946300
2012-11-15,46.18,46.610001000000004,44.869999,45.41,38.597797,6339300
2012-11-16,45.5,47.040001000000004,45.349998,46.869999,39.838778999999995,6006500
2012-11-19,47.759997999999996,48.110001000000004,47.439999,48.0,40.799252,5382700
2012-11-20,48.0,48.099998,46.950001,47.549999,40.416767,3610000
2012-11-21,47.689999,48.529999,47.5,47.990002000000004,40.790756,2726500
2012-11-23,48.400002,50.939999,48.029999,48.619999,41.326237,1914000
2012-11-26,48.349998,48.599998,47.549999,48.0,40.799252,3504500
2012-11-27,47.970001,48.150002,47.330002,47.549999,40.416767,3792200
2012-11-28,47.07,48.119999,46.860001000000004,48.07,40.858757000000004,2783100
2012-11-29,48.200001,49.02,48.150002,48.740002000000004,41.428238,4104000
2012-11-30,49.0,49.939999,48.779999,49.73,42.269721999999994,7392200
2012-12-03,49.889998999999996,50.23,48.459998999999996,48.880001,41.547241,4396200
2012-12-04,48.799999,49.82,48.73,49.759997999999996,42.295223,4102800
2012-12-05,49.0,51.849998,48.77,51.849998,44.071690000000004,19056900
2012-12-06,51.849998,52.150002,51.52,51.900002,44.114197,5978200
2012-12-07,52.48,53.860001000000004,52.400002,53.810001,45.737667,5393100
2012-12-10,53.610001000000004,54.740002000000004,53.16,54.369999,46.213654,4280600
